locationID;Latitude;Longitud
ACY;39.4575;-74.57722222
BLM;40.18694444;-74.125
NJ09;40.79166667;-75.07055556
19N;39.77833333;-74.94777778
1N7;40.97111111;-74.9975
6NJ9;39.79166667;-75.37472222
00N;39.47305556;-75.18527778
NJ84;39.43305556;-75.39666667
N50;39.40833333;-75.23722222
JY31;39.44666667;-75.31333333
NJ24;39.71333333;-74.4
CDW;40.87527778;-74.28138889
7NJ2;39.48138889;-75.40527778
7NJ9;39.31805556;-75.20638889
NJ20;39.8125;-74.42472222
NJ25;39.78916667;-75.22916667
46NJ;40.15277778;-74.45527778
17N;39.70555556;-75.03305556
7NJ7;39.56055556;-75.21861111
04NJ;39.59666667;-75.23361111
NJ46;40.27638889;-74.38861111
9NJ6;39.36638889;-75.26833333
NJ50;40.48055556;-74.96194444
NJ60;40.18694444;-74.26722222
NJ59;40.18277778;-74.27888889
NJ63;40.46777778;-75.05055556
NJ61;40.55;-75.01638889
61NJ;39.69138889;-75.14333333
NJ65;40.85333333;-74.92972222
JY04;39.065;-74.90972222
N05;40.82;-74.85527778
67NJ;40.96972222;-75.06694444
N81;39.6675;-74.75777778
NJ69;39.65833333;-74.8025
9NJ5;39.68;-75.2525
NJ72;40.35111111;-74.18111111
9NJ8;40.89583333;-74.99972222
2N6;40.02638889;-74.69277778
92NJ;40.46833333;-75.0025
NEL;40.035;-74.35222222
N12;40.06666667;-74.17777778
NJ79;40.35138889;-74.90944444
N07;40.9475;-74.31444444
LDJ;40.6175;-74.24472222
0NJ6;39.31666667;-74.63305556
N14;39.93416667;-74.80722222
47N;40.52444444;-74.59833333
89NJ;39.48916667;-74.72361111
NJ95;40.55555556;-75.0725
MIV;39.36777778;-75.07222222
MMU;40.79944444;-74.415
VAY;39.94277778;-74.84583333
EWR;40.6925;-74.16861111
3N5;41.02722222;-74.75861111
26N;39.26333333;-74.6075
3N6;40.33;-74.34666667
2NJ1;40.63333333;-75.06638889
7N7;39.73555556;-75.39777778
3NJ1;39.98194444;-74.69277778
2NJ3;40.34027778;-74.85444444
2NJ5;40.65194444;-75.18611111
2NJ6;40.77361111;-75.15944444
23NJ;39.50472222;-75.09305556
N85;40.5875;-75.01944444
N40;40.56638889;-74.97861111
8NJ0;39.51777778;-74.50916667
39N;40.39916667;-74.65888889
3NJ6;40.015;-74.84305556
N51;40.58305556;-74.73638889
N87;40.21388889;-74.60166667
4NJ0;40.44916667;-75.01777778
JY39;39.66111111;-75.46527778
NJ74;39.5625;-75.44972222
62NJ;40.80833333;-74.80833333
NJ06;39.4575;-75.27333333
JY17;39.47222222;-75.2775
4NJ8;40.6;-74.73305556
SMQ;40.62611111;-74.67027778
5NJ2;40.59166667;-74.84138889
FWN;41.20027778;-74.62305556
TEB;40.85;-74.06083333
MJX;39.9275;-74.2925
TTN;40.27666667;-74.81333333
3NJ9;39.94111111;-74.77083333
N73;39.90416667;-74.74944444
29N;39.52388889;-75.04638889
28N;39.5375;-74.96638889
6NJ1;40.74027778;-74.95694444
31E;39.66527778;-74.30805556
4N1;41.12833333;-74.34666667
JY43;41.08333333;-74.33861111
WWD;39.00861111;-74.90833333
C01;39.65555556;-75.01444444
OBI;39.21916667;-74.79472222
JY08;39.65;-75.28416667
WRI;40.01555556;-74.59166667
50NM;36.30277778;-106.4880556
3N9;34.36277778;-107.4955556
ALM;32.84;-105.9905556
HMN;32.85194444;-106.1086111
52NM;32.63388889;-105.6863889
NM10;35.87916667;-103.8130556
ABQ;35.04027778;-106.6091667
AEG;35.14527778;-106.7952778
NM61;35.11666667;-106.1472222
AXX;36.42194444;-105.29
NM64;31.45861111;-108.8625
NM76;35.26083333;-104.9188889
13Q;34.00333333;-108.6780556
NM47;32.78;-104.3813889
ATS;32.8525;-104.4677778
N19;36.83472222;-108.0283333
E80;34.64527778;-106.8336111
55NM;34.48333333;-106.6130556
NM33;35.5475;-104.0838889
NM32;35.70777778;-104.0611111
NM30;34.875;-103.0672222
NM88;34.54333333;-106.76
4AZ2;33.70194444;-105.3838889
NM84;33.54444444;-105.3755556
CNM;32.3375;-104.2633333
62NM;32.59861111;-104.4263889
F37;33.64888889;-105.8955556
NM16;36.86666667;-106.5672222
NM24;36.92166667;-106.5602778
NM51;33.32833333;-107.6619444
57NM;34.08861111;-106.1191667
CAO;36.44611111;-103.15
NM42;34.41583333;-103.1477778
CVS;34.38277778;-103.3222222
CVN;34.425;-103.0791667
59NM;34.54722222;-103.4644444
0NM0;31.82361111;-107.6269444
12NM;31.79166667;-107.6380556
NM09;31.86722222;-107.6358333
NM78;31.87777778;-107.6455556
E89;35.36444444;-104.1816667
NM25;34.12416667;-105.6713889
NM74;35.0875;-107.5630556
DMN;32.26222222;-107.7205556
NM26;32.1;-107.8227778
NM08;32.2625;-107.4038889
24N;36.82861111;-106.8841667
1N1;35.09444444;-106.1672222
NM48;36.73055556;-106.495
E14;36.02611111;-106.0455556
E92;34.76333333;-106.0413889
NM39;36.63277778;-108.3113889
FMN;36.74111111;-108.23
NM04;36.67777778;-108.0838889
NM91;34.62222222;-108.7902778
65NM;34.72666667;-103.6097222
NM38;34.11722222;-104.4272222
FSU;34.48333333;-104.2172222
GUP;35.51111111;-108.7894444
NM27;36.4225;-108.8613889
E94;33.35277778;-108.8672222
NM55;33.36277778;-108.8636111
GNT;35.16722222;-107.9019444
E05;32.66111111;-107.1980556
NM83;32.76666667;-103.2088889
HOB;32.6875;-103.2169444
68NM;33.02861111;-105.1269444
NM68;33.805;-108.3433333
E26;32.13111111;-103.1547222
NM44;34.01722222;-104.1155556
72NM;32.95833333;-105.9630556
NM14;32.31111111;-107.295
NM13;32.24722222;-107.1922222
LRU;32.28944444;-106.9219444
LVS;35.65416667;-105.1425
NM53;35.51277778;-104.5816667
E32;36.29138889;-107.0561111
LSB;32.33333333;-108.6916667
LAM;35.87972222;-106.2694444
NM89;34.77583333;-106.5211111
E98;34.75972222;-106.7452778
E06;32.95388889;-103.4088889
N29;34.09444444;-107.2977778
NM01;34.0975;-107.2975
NM73;34.77222222;-103.8561111
NM69;32.81416667;-107.94
NM02;34.92222222;-106.1672222
M10;34.53333333;-106.2238889
NM52;35.57472222;-103.2872222
1V0;36.80833333;-107.6513889
NM79;32.44305556;-106.6797222
80E;33.49444444;-106.1838889
81NM;33.345;-105.1797222
82NM;33.17;-105.1338889
NM41;34.06111111;-108.0963889
84NM;34.35333333;-108.1622222
NM66;34.41527778;-108.0769444
NM86;31.93666667;-108.5366667
PRZ;34.14555556;-103.4102778
NM80;34.34027778;-108.5144444
N24;36.80027778;-105.5975
NM56;35.16527778;-108.4588889
NM67;36.85694444;-104.4477778
RTN;36.74166667;-104.5022222
0NM7;33.52083333;-108.5427778
T16;33.69416667;-108.8494444
NM90;31.90305556;-109.0255556
NM70;31.95;-109.0416667
NM29;35.83416667;-103.4366667
NM20;33.25194444;-104.4425
NM87;33.23833333;-104.4705556
ROW;33.30166667;-104.5305556
NM92;35.29583333;-105.6113889
NM15;36.04611111;-103.8875
NM17;35.93055556;-104.1838889
SRR;33.46277778;-105.5347222
SAF;35.61722222;-106.0894444
SXU;34.93555556;-104.6425
5T6;31.88111111;-106.7047222
5V5;36.69777778;-108.7011111
13NM;33.41944444;-108.1394444
SVC;32.63666667;-108.1563889
1NM0;33.21194444;-108.0255556
94E;32.76194444;-108.2083333
ONM;34.0225;-106.9030556
95E;33.81888889;-106.645
S42;36.32694444;-104.6197222
NM63;35.16583333;-106.0119444
NM21;35.175;-105.8697222
SKX;36.45805556;-105.6725
NM18;33.26111111;-103.2769444
NM71;33.33277778;-106.0261111
NM37;33.57638889;-107.9
TCS;33.23694444;-107.2716667
TCC;35.18277778;-103.6030556
NM28;33.05694444;-106.0252778
N17;34.60444444;-105.1919444
98NM;36.07666667;-104.7180556
WSD;32.34138889;-106.4027778
NM49;34.58138889;-106.0752778
ZUN;35.08333333;-108.7916667
L92;37.3625;-115.1944444
9U3;39.46805556;-117.1952778
NV35;39.54444444;-117.7505556
NV02;39.06666667;-117.4216667
BAM;40.59916667;-116.8744444
NV64;40.00833333;-117.3919444
BTY;36.86111111;-116.7869444
BVU;35.9475;-114.8611111
1L4;35.30555556;-114.8827778
NV13;39.28277778;-119.8283333
CXP;39.19222222;-119.7344444
U74;40.41583333;-116.5636111
9U7;38.73611111;-115.4802778
A34;39.23833333;-119.5555556
NV04;41.31638889;-115.25
E85;41.95416667;-118.6311111
01U;38.85166667;-115.6336111
NV27;37.71666667;-118.0841667
2Q9;37.60972222;-118.0063889
EKO;40.825;-115.7916667
NV22;40.31277778;-115.8966667
ELY;39.29972222;-114.8419444
7CL8;38.66416667;-114.6322222
1A8;40.57805556;-119.3527778
05U;39.60416667;-116.005
26NV;39.45833333;-118.8638889
NV30;39.96666667;-117.8275
FLX;39.49916667;-118.7488889
NFL;39.41666667;-118.7011111
1NV1;39.41527778;-118.8366667
N58;39.55972222;-119.2413889
GAB;38.92416667;-117.9588889
NV55;38.89888889;-119.6494444
NV06;41.38277778;-119.1691667
NV05;41.12361111;-119.1386111
0L4;37.48583333;-117.1908333
HTH;38.54444444;-118.6341667
NV26;36.07916667;-115.0688889
INS;36.58722222;-115.6733333
06U;41.97611111;-114.6580556
NV42;35.77583333;-115.6313889
0L7;35.76833333;-115.3297222
N15;39.20305556;-117.0644444
HND;35.97277778;-115.1344444
LAS;36.08;-115.1522222
LSV;36.23611111;-115.0341667
VGT;36.21055556;-115.1944444
NV17;39.67333333;-119.8130556
LOL;40.06638889;-118.5652778
DRA;36.61944444;-116.0327778
L23;37.10277778;-116.3133333
NV11;36.94583333;-116.0377778
67L;36.83305556;-114.0558333
3Q0;38.38333333;-118.1008333
MEV;39.00083333;-119.7519444
NV14;41.35555556;-114.23
NV67;41.11583333;-114.1136111
NV08;41.73805556;-116.2161111
08U;41.51583333;-115.8597222
NV68;41.56583333;-117.8094444
0L9;36.31111111;-114.4638889
U08;36.56805556;-114.4433333
10U;41.95333333;-116.1875
NV98;36.15027778;-115.8997222
NV74;36.27111111;-115.995
NV00;36.25555556;-115.9925
1L1;37.7875;-114.4216667
NV09;39.72444444;-119.8994444
RTS;39.66805556;-119.8763889
RNO;39.49916667;-119.7680556
N86;39.66666667;-119.7233333
NV31;38.80583333;-117.0311111
NV83;38.69416667;-117.1466667
NV56;38.79944444;-117.175
03NV;40.58444444;-115.2977778
04NV;35.75555556;-115.6647222
3L2;35.79527778;-115.6272222
1L3;35.44444444;-114.9094444
SPZ;39.40305556;-119.2511111
N59;38.83944444;-119.3383333
NV33;38.83333333;-119.3961111
2NV2;39.83472222;-119.6747222
NV44;39.75527778;-119.5994444
NV47;39.83333333;-119.6822222
NV96;39.82527778;-119.6544444
TPH;38.06027778;-117.0872222
TNX;37.79472222;-116.7786111
NV12;41.56388889;-116.4091667
NV97;38.68416667;-119.3222222
NV72;38.515;-119.2136111
LWL;41.11722222;-114.9222222
02NV;41.30333333;-118.5983333
WMC;40.89666667;-117.8058333
01NV;38.76388889;-119.0272222
O43;39.00416667;-119.1580556
7NY2;43.84333333;-76.09472222
2NY7;42.12138889;-77.21138889
8NY3;42.26861111;-75.55972222
9G3;43.02083333;-78.48277778
ALB;42.74916667;-73.80194444
NK43;42.75833333;-73.92444444
NK31;43.26944444;-78.14527778
NY06;43.29638889;-78.21388889
9G6;43.17361111;-78.27472222
89NY;44.31666667;-75.89972222
2NY9;42.37;-76.7225
4NK8;43.00083333;-74.18694444
NY58;42.95666667;-74.08138889
54NY;42.355;-78.03527778
D23;42.56666667;-78.42611111
NY04;42.58555556;-78.34916667
1C3;43.25416667;-73.47083333
0NK8;41.92083333;-73.67027778
06NY;42.84277778;-76.44527778
NK74;42.74444444;-76.66361111
NY59;43.38722222;-75.48638889
4NK1;43.14472222;-76.31138889
GVQ;43.03166667;-78.16972222
23NY;42.27972222;-77.34
23N;40.75833333;-73.05361111
NY60;44.7625;-73.55944444
4NY0;44.66888889;-73.54611111
24NY;43.06666667;-77.95888889
8NK4;42.94333333;-78.13833333
1NK8;42.19166667;-75.84138889
BGM;42.20861111;-75.97972222
3NY5;42.02361111;-75.95722222
NY79;42.59666667;-78.34027778
8NY7;41.57138889;-74.4025
1NK7;43.46666667;-75.24972222
47NY;42.045;-77.35
NY65;43.13722222;-74.11611111
NY66;43.13333333;-74.11611111
NY64;43.10277778;-74.155
7G0;43.18111111;-77.91555556
3NK0;43.20305556;-77.9025
9G0;42.86194444;-78.71666667
BUF;42.94055556;-78.73222222
D51;43.06666667;-78.68305556
NK09;42.40555556;-76.82055556
2NY4;43.07388889;-78.05
3C8;40.915;-72.79194444
1B8;43.05;-73.36611111
NY34;42.16222222;-77.4275
NY2;43.08527778;-76.29277778
30NY;42.75;-77.55805556
NY51;42.87;-74.49944444
D38;42.90722222;-77.32166667
D43;42.91944444;-77.24277778
2NK1;42.29611111;-77.46555556
NY07;44.54583333;-75.16111111
NY69;44.12;-76.30138889
NK01;43.99944444;-75.605
28NY;42.30833333;-79.225
0NK0;42.33388889;-78.79083333
NY76;42.31555556;-78.89527778
1NY9;43.26583333;-76.18805556
19NK;43.24388889;-76.15277778
0NK1;43.36166667;-76.22027778
3NY0;42.82722222;-74.40388889
0NK2;42.98333333;-74.01611111
5NK0;44.04416667;-76.14361111
43NY;42.78472222;-74.8025
4NY1;41.32777778;-74.32472222
0NK9;43.01027778;-75.82694444
1D5;43.02916667;-75.84555556
NK87;43.06666667;-78.59972222
NK19;43.06111111;-78.66138889
1H1;43.205;-76.17888889
28NK;44.18694444;-76.07638889
1NY7;41.70833333;-74.06166667
3NY9;42.66444444;-78.67305556
NK82;43.31583333;-76.015
NK04;43.25;-75.99972222
K23;42.62916667;-74.89111111
3NK8;42.14055556;-73.61194444
7N1;42.17972222;-77.12055556
6NY1;42.11277778;-77.08944444
N03;42.59277778;-76.215
NY73;42.31805556;-75.59916667
NY74;42.32361111;-73.87305556
36NY;42.23583333;-78.21166667
NK05;42.35472222;-76.51611111
DSV;42.57083333;-77.71305556
NY02;42.48722222;-74.78027778
1.00E+08;44.3875;-75.06638889
4NY4;42.55944444;-73.77194444
1F6;43.11666667;-74.74972222
NY78;42.05833333;-75.02055556
4B1;42.75833333;-74.13277778
8NY5;42.82027778;-74.14805556
3NY6;42.84111111;-74.17861111
38NY;42.54861111;-76.95805556
DKK;42.49333333;-79.27194444
NY81;42.61111111;-74.06472222
HTO;40.95944444;-72.25194444
42NY;42.66888889;-76.05611111
49N;40.82472222;-72.75083333
1N2;40.82777778;-72.74861111
NY16;43.09833333;-77.18194444
NY82;42.58055556;-73.61611111
1F2;43.225;-74.11472222
NY19;43.04388889;-76.46194444
N89;41.72777778;-74.3775
NK47;42.04166667;-76.83305556
ELM;42.16;-76.89166667
CZG;42.07861111;-76.09638889
3NY7;42.98333333;-74.51666667
NK54;42.17666667;-76.64111111
7NY1;42.76333333;-74.27833333
NY05;42.78138889;-74.32555556
32NK;42.75333333;-74.31111111
41NY;44.3125;-73.385
NY84;44.27916667;-73.37861111
5NY3;42.49277778;-76.38694444
4NK3;42.6725;-78.96694444
4NK4;42.82722222;-76.02583333
FRG;40.72888889;-73.41333333
74NY;43.00555556;-77.29138889
0B8;41.25138889;-72.03166667
NY85;43.24944444;-75.31388889
8NK3;43.5;-73.06666667
GTB;44.05555556;-75.71944444
NY87;42.9625;-74.25361111
3NY4;42.92194444;-74.62666667
NY88;42.88333333;-74.69138889
11NK;42.91388889;-74.61166667
NY20;42.95833333;-74.67888889
NY71;42.97555556;-74.73
44NY;42.93416667;-74.6525
1I5;42.36416667;-74.06611111
FZY;43.35083333;-76.38805556
N25;42.69722222;-74.19944444
NY37;43.00916667;-74.09111111
NK17;43.20944444;-73.58166667
K30;43.18333333;-73.63305556
5NY5;41.66666667;-74.14972222
9G5;43.18194444;-78.55777778
D52;42.79861111;-77.8425
NK76;42.8825;-77.05166667
NK06;42.09611111;-73.85527778
NY1;42.35;-73.63694444
7NY8;43.19222222;-73.62972222
GFL;43.34111111;-73.61027778
NY38;42.85305556;-77.12472222
92G;42.8125;-77.20388889
NK07;41.32777778;-74.41
5NY7;41.32777778;-74.41
NK16;44.36805556;-75.4025
D59;42.50388889;-78.95055556
B01;43.42277778;-73.26805556
N56;42.205;-78.64722222
4N7;42.30416667;-75.78722222
1H4;42.41666667;-74.01611111
NY63;43.05333333;-73.47833333
4NK2;43.14527778;-73.41972222
0NK3;42.69583333;-77.79222222
4G2;42.70083333;-78.91472222
VGC;42.84333333;-75.56111111
25NK;42.43611111;-77.13222222
NK68;42.05;-75.30111111
50NY;42.81444444;-77.57333333
NY26;42.98333333;-74.89972222
NK08;41.83166667;-74.13
34NY;43.29;-77.82722222
D67;42.91611111;-77.3825
NY40;42.61055556;-78.59555556
51NY;43.17944444;-78.03972222
52NY;42.93055556;-77.64416667
D70;42.94722222;-77.59972222
53NY;42.95833333;-77.61583333
4G6;42.38222222;-77.68222222
6NY2;42.23194444;-76.84694444
1B1;42.29138889;-73.71027778
04NY;42.26222222;-73.69611111
97NY;42.23416667;-74.23777778
6NY3;42.64388889;-76.72972222
ISP;40.79527778;-73.10027778
NY55;42.44722222;-76.59694444
ITH;42.49138889;-76.45888889
NK72;42.37611111;-76.5325
NY18;42.44861111;-76.61694444
JHW;42.15333333;-79.25805556
NY89;42.08;-79.39138889
3NK4;42.02777778;-79.19416667
55NY;42.08194444;-79.31222222
7NY6;42.89361111;-73.50777778
NY0;42.99833333;-74.32944444
NY28;43.07083333;-76.40805556
1I1;44.22083333;-73.79111111
56NY;43.32527778;-78.04972222
9NY4;42.10083333;-79.08194444
6NY7;41.86527778;-74.33305556
14NK;43.34;-73.47888889
20N;41.98527778;-73.96416667
5N5;42.00027778;-75.76027778
NY01;43.22083333;-78.315
6NY4;42.70027778;-74.155
7NY0;41.68333333;-75.01638889
LKP;44.26444444;-73.96194444
NY15;42.82638889;-77.71444444
BQR;42.92222222;-78.61222222
5G0;42.98138889;-77.9375
N00;42.27222222;-74.39416667
1A1;42.14861111;-73.75083333
61NY;43.16861111;-78.78222222
59NY;43.23055556;-78.69
NK25;43.21583333;-78.80833333
0G0;43.10305556;-78.70333333
NY13;43.09166667;-76.99055556
4NK5;43.10111111;-77.36777778
NY11;43.03527778;-77.30805556
23NK;43.1125;-77.3125
MAL;44.85361111;-74.32888889
NY72;43.07222222;-75.93861111
NK71;43.01111111;-76.34972222
4NK6;43.16111111;-77.1775
73NY;42.26583333;-75.31
MSS;44.93583333;-74.84555556
21N;40.9875;-72.51888889
65NY;42.28388889;-79.44388889
D79;42.26805556;-79.48166667
K27;42.89305556;-73.66833333
7NY4;42.425;-76.715
66NY;43.20277778;-78.35388889
5NY1;42.39972222;-74.90638889
NY96;43.42666667;-76.19388889
7NK0;42.6475;-74.38722222
4N2;42.70944444;-77.27555556
08NY;41.36805556;-74.50555556
06N;41.43194444;-74.39166667
44N;41.7075;-73.73805556
2NK9;41.65722222;-74.07722222
NY23;42.9875;-74.96666667
MTP;41.07638889;-71.92083333
MGJ;41.51;-74.26472222
MSV;41.70166667;-74.795
NK24;42.34722222;-76.87888889
NY92;42.73583333;-76.48583333
21NK;42.55277778;-75.19111111
NY97;44.66666667;-73.56611111
68NY;42.75;-77.78388889
NY70;42.64888889;-77.92027778
7NK1;42.94305556;-75.75361111
NY10;43.8425;-75.43083333
NY35;41.75;-74.11638889
JFK;40.63972222;-73.77888889
LGA;40.77722222;-73.8725
5NK1;43.11111111;-77.05388889
NY09;41.56111111;-74.01611111
SWF;41.50416667;-74.10472222
85N;43.26666667;-78.76777778
NY49;42.99277778;-78.98638889
IAG;43.10722222;-78.94611111
NY24;43.12777778;-78.97
6NK4;42.59777778;-78.96888889
0NY0;43.7;-73.98277778
0NY1;43.13916667;-73.65305556
OIC;42.56666667;-75.52416667
OGS;44.68194444;-75.46555556
0NY3;43.31388889;-74.93222222
D80;43.32083333;-78.72888889
NK26;43.72527778;-74.97611111
OLE;42.24111111;-78.37138889
8G3;42.06861111;-78.40444444
75NY;42.11666667;-78.31555556
6NK8;43.00972222;-76.64055556
NY25;42.45;-75.01638889
N66;42.52472222;-75.06444444
2NK3;41.15416667;-72.28
5NK5;43.40861111;-76.44138889
D82;42.65472222;-76.79638889
78NY;43.05555556;-78.81611111
77NY;43.08194444;-78.77972222
79NY;43.08694444;-78.81138889
PEO;42.63722222;-77.05277778
01G;42.74138889;-78.05222222
9NY7;43.03277778;-74.15083333
NY50;42.99166667;-74.13611111
0NY7;43.0375;-74.18416667
0NY8;42.99722222;-74.24527778
NY91;42.99388889;-75.70277778
NY31;43.22361111;-76.36888889
K09;43.45333333;-74.51777778
NY17;44.60916667;-73.85777778
PLB;44.6875;-73.52444444
PBG;44.65083333;-73.46805556
3NK5;44.61666667;-73.46527778
PTD;44.67666667;-74.94833333
POU;41.62666667;-73.88416667
1NY5;41.63888889;-73.74277778
1NY2;43.61666667;-76.16277778
N65;42.72944444;-74.16388889
NK83;42.71;-74.22361111
D85;42.15416667;-79.01638889
63NY;43.26111111;-78.96527778
19NY;42.40611111;-77.96083333
17NK;42.4625;-76.96583333
NY42;43.22;-76.69
46N;41.98444444;-73.83583333
NY57;43.36;-75.18472222
NY86;42.5125;-74.11472222
NY94;41.97138889;-73.86277778
NY68;42.86111111;-74.94555556
1NY3;43.56666667;-76.03305556
03NY;40.95833333;-72.71666667
ROC;43.11888889;-77.6725
K16;43.25083333;-75.60444444
RME;43.23388889;-75.40694444
5NY4;43.1575;-75.43083333
NY03;41.875;-74.98027778
W57;42.92916667;-73.77027778
1NK0;42.29722222;-74.54833333
84NY;42.98611111;-77.6125
1NY4;44.6175;-73.91111111
SLK;44.38527778;-74.20611111
5B2;43.05083333;-73.86166667
NY00;42.56666667;-78.55611111
85NY;42.57833333;-78.52
15NK;42.57638889;-78.55666667
46NY;43.01888889;-76.76111111
SCH;42.8525;-73.92888889
6NK0;42.62916667;-74.82083333
4B7;43.8625;-73.7425
B04;43.075;-73.58277778
27NK;43.11333333;-75.04444444
1NY8;42.8;-76.58305556
K13;42.86805556;-74.02861111
0G7;42.88361111;-76.78111111
NK91;42.81611111;-74.62444444
K31;42.77833333;-74.57777778
88NY;43.15777778;-78.35833333
49NY;41.06666667;-72.34944444
7NK7;42.71333333;-75.89
D88;42.15;-79.68583333
HWV;40.82194444;-72.86694444
N23;42.3025;-75.41583333
6B9;42.91388889;-76.44083333
NK79;41.41833333;-74.5325
4B0;42.56083333;-73.83388889
2NY0;42.28055556;-73.95277778
NY27;42.37083333;-79.00944444
NY48;42.33805556;-74.74916667
7NK4;43.2225;-77.81055556
11NY;42.20888889;-76.44972222
91NY;43.19555556;-77.74805556
D91;43.16944444;-77.81833333
3NY3;42.85972222;-74.82444444
35NY;42.5125;-78.73527778
NK27;42.48888889;-78.63472222
09N;41.8325;-73.87583333
20NY;43.00888889;-78.04305556
N69;41.57694444;-73.73277778
92NY;42.75194444;-78.46138889
NK53;42.20555556;-76.77055556
SYR;43.11111111;-76.10638889
6NK;43.265;-76.17805556
4B6;43.87722222;-73.41305556
7NK6;42.29166667;-75.06666667
9NY6;42.32472222;-74.98638889
5B7;42.69083333;-73.57944444
3NK6;42.63694444;-77.88388889
94NY;42.825;-76.69138889
6B4;43.02083333;-75.17055556
NY62;43.14583333;-75.54194444
NK12;42.76944444;-78.54694444
5NK9;42.76166667;-78.49611111
95NY;42.78916667;-78.47638889
N45;41.62777778;-74.13388889
2NK7;42.15777778;-75.14805556
6NK1;42.75638889;-78.17555556
N72;41.2875;-74.28722222
D93;42.85;-76.84972222
ART;43.99194444;-76.02166667
64NY;42.36722222;-76.93111111
NY29;42.45194444;-76.91166667
B16;43.08027778;-76.53833333
ELZ;42.10944444;-77.99
NY32;42.90194444;-77.54777778
98NY;42.88333333;-77.53305556
00NY;42.9;-77.49972222
8NK6;42.71305556;-75.16833333
33NY;42.39944444;-73.86611111
NY53;42.73888889;-75.30027778
NY33;42.52222222;-74.02861111
FOK;40.84361111;-72.63166667
12NK;44.15833333;-73.43277778
1NK5;41.36138889;-74.52444444
6NK2;42.95055556;-73.33472222
HPN;41.06694444;-73.7075
SDC;43.23472222;-77.11944444
1NK6;44.42361111;-73.74944444
99NY;43.23333333;-78.78722222
18NY;42.01638889;-74.04888889
N82;41.59722222;-74.45833333
0D7;40.79055556;-83.82916667
OH82;40.15333333;-81.97333333
AKR;41.0375;-81.46694444
CAK;40.91611111;-81.44222222
1D4;40.9925;-81.43166667
OH48;40.90555556;-81.065
2D1;40.97083333;-81.09972222
4G3;40.98166667;-81.04222222
3OH5;40.96722222;-81.20583333
OH32;41.00638889;-83.4275
OH61;39.63527778;-82.73805556
OH33;39.05666667;-84.20416667
3OH4;41.60388889;-80.58972222
OA11;40.37611111;-84.255
OH34;40.20583333;-84.66166667
OA04;41.0975;-83.50277778
OA23;39.96861111;-84.53888889
4OH8;41.5;-84.25
5OH0;40.90472222;-83.64472222
3G4;40.90305556;-82.25555556
HZY;41.77805556;-80.69555556
50OI;39.7425;-83.03833333
UNI;39.21194444;-82.22916667
93OH;41.04444444;-81.18583333
6OI0;41.37583333;-81.25722222
5OH4;41.72916667;-80.87888889
OI81;41.07138889;-80.75861111
5OH6;41.43194444;-81.975
5OH7;41.44666667;-82.00722222
4OI7;41.45361111;-81.97
7OI1;41.20722222;-84.26972222
17OI;39.22666667;-83.31777778
38OH;39.84472222;-82.57972222
7B4;39.88444444;-82.58916667
6G5;40.0025;-81.19194444
I69;39.07833333;-84.21027778
2D7;40.64666667;-81.55611111
43OA;39.58111111;-84.09222222
EDJ;40.37222222;-83.81916667
1OH2;41.24388889;-82.86638889
6OH1;41.28611111;-82.86666667
9OA9;40.62138889;-82.53388889
OH38;39.31444444;-81.61638889
6OH3;41.705;-83.82888889
89OI;41.03888889;-80.98388889
59OH;38.97527778;-84.03416667
76OI;41.25722222;-83.20611111
OI72;41.52222222;-84.72083333
1OA3;39.33333333;-83.85555556
5G7;40.88555556;-83.86861111
6OH4;41.35833333;-83.55833333
3D8;41.33611111;-83.72333333
OI92;41.39166667;-83.70333333
OH45;41.45416667;-83.58638889
6OH7;41.4125;-83.67972222
6OH6;41.36444444;-83.5475
1G0;41.39111111;-83.63
11OA;39.64305556;-82.46694444
62OH;39.68444444;-82.46666667
2OA1;41.415;-80.88416667
25OI;41.4225;-80.87777778
OH24;41.22472222;-80.57888889
I62;39.8625;-84.43333333
12OH;39.83472222;-84.33472222
0G6;41.46722222;-84.50666667
17G;40.78166667;-82.97472222
OH42;40.54;-82.39388889
8G6;40.23833333;-81.01277778
I10;39.80111111;-81.53638889
CDI;39.975;-81.5775
2OA6;40.08638889;-81.58805556
OA00;40.11694444;-81.57111111
90OI;39.60416667;-84.635
OI89;39.64944444;-84.63
7OH2;40.90027778;-81.53361111
51OI;40.855;-81.59888889
4OI8;41.05777778;-80.75444444
7OH5;41.03416667;-80.78166667
91OI;40.77722222;-81.45861111
OI58;40.84166667;-81.43777778
95OH;40.97083333;-83.45833333
TSO;40.56194444;-81.0775
OI11;40.63722222;-81.1125
5D6;40.64805556;-81.06861111
1OH3;41.38916667;-82.76277778
OI73;39.7125;-83.80388889
CQA;40.48416667;-84.55833333
OI99;40.57333333;-84.49
OH17;40.1625;-82.78194444
OH71;40.29472222;-82.73138889
27OI;41.41027778;-81.28416667
7OH8;41.63777778;-81.10138889
69OI;40.95;-82.925
33OI;41.08277778;-82.04333333
HTW;38.41916667;-82.49444444
OH44;40.22055556;-82.94638889
OI59;39.13166667;-81.93166667
RZT;39.44055556;-83.02305556
LUK;39.10333333;-84.41861111
ISZ;39.24666667;-84.38888889
03I;39.64416667;-83.01833333
OH50;39.6875;-83.09694444
CYO;39.51611111;-82.98222222
OH51;39.84333333;-84.33138889
BKL;41.5175;-81.68333333
